day_of_week,period,carpark,hour,red,white
Sunday,Holiday,CP4,14,3,71
Sunday,Holiday,CP4,15,3,71
Sunday,Holiday,CP4,16,3,48
Sunday,Holiday,CP4,17,3,36
Sunday,Holiday,CP4,18,4,32
Sunday,Holiday,CP4,19,4,19
Sunday,Holiday,CP4,20,3,12
Sunday,Holiday,CP4,21,5,16
Sunday,Holiday,CP4,22,5,13
Sunday,Holiday,CP4,23,5,12
Monday,School,CP4,0,6,9
Monday,School,CP4,1,5,9
Monday,School,CP4,2,5,8
Monday,School,CP4,3,5,8
Monday,School,CP4,4,5,9
Monday,School,CP4,5,5,9
Monday,School,CP4,6,4,9
Monday,School,CP4,7,1,9
Monday,School,CP4,8,3,12
Monday,School,CP4,9,4,33
Monday,School,CP4,10,3,40
Monday,School,CP4,11,4,38
Monday,School,CP4,12,5,35
Monday,School,CP4,13,6,46
Monday,School,CP4,14,6,47
Monday,School,CP4,15,7,44
Monday,School,CP4,16,9,44
Monday,School,CP4,17,7,40
Monday,School,CP4,18,5,44
Monday,School,CP4,19,4,46
Monday,School,CP4,20,4,41
Monday,School,CP4,21,3,36
Monday,School,CP4,22,5,19
Monday,School,CP4,23,6,15
Tuesday,School,CP4,0,6,13
Tuesday,School,CP4,1,6,14
Tuesday,School,CP4,2,6,14
Tuesday,School,CP4,3,6,13
Tuesday,School,CP4,4,6,14
Tuesday,School,CP4,5,6,14
Tuesday,School,CP4,6,5,14
Tuesday,School,CP4,7,3,13
Tuesday,School,CP4,8,4,18
Tuesday,School,CP4,9,3,28
Tuesday,School,CP4,10,3,35
Tuesday,School,CP4,11,3,43
Tuesday,School,CP4,12,3,52
Tuesday,School,CP4,13,3,50
Tuesday,School,CP4,14,3,51
Tuesday,School,CP4,15,2,50
Tuesday,School,CP4,16,3,49
Tuesday,School,CP4,17,4,49
Tuesday,School,CP4,18,3,51
Tuesday,School,CP4,19,3,51
Tuesday,School,CP4,20,4,48
Tuesday,School,CP4,21,4,41
Tuesday,School,CP4,22,3,28
Tuesday,School,CP4,23,3,19
Wednesday,School,CP4,0,3,13
Wednesday,School,CP4,1,3,12
Wednesday,School,CP4,2,3,10
Wednesday,School,CP4,3,3,9
Wednesday,School,CP4,4,3,10
Wednesday,School,CP4,5,3,10
Wednesday,School,CP4,6,2,10
Wednesday,School,CP4,7,1,13
Wednesday,School,CP4,8,5,19
Wednesday,School,CP4,9,5,38
Wednesday,School,CP4,10,5,49
Wednesday,School,CP4,11,3,50
Wednesday,School,CP4,12,1,46
Wednesday,School,CP4,13,2,45
Wednesday,School,CP4,14,3,55
Wednesday,School,CP4,15,4,58
Wednesday,School,CP4,16,3,53
Wednesday,School,CP4,17,6,45
Wednesday,School,CP4,18,6,42
Wednesday,School,CP4,19,6,42
Wednesday,School,CP4,20,5,45
Wednesday,School,CP4,21,5,38
Wednesday,School,CP4,22,5,28
Wednesday,School,CP4,23,6,24
Thursday,School,CP4,0,5,13
Thursday,School,CP4,1,5,13
Thursday,School,CP4,2,5,12
Thursday,School,CP4,3,5,12
Thursday,School,CP4,4,5,11
Thursday,School,CP4,5,5,11
Thursday,School,CP4,6,4,11
Thursday,School,CP4,7,2,12
Thursday,School,CP4,8,1,13
Thursday,School,CP4,9,1,40
Thursday,School,CP4,10,2,49
Thursday,School,CP4,11,1,59
Thursday,School,CP4,12,1,60
Thursday,School,CP4,13,1,63
Thursday,School,CP4,14,1,60
Thursday,School,CP4,15,1,59
Thursday,School,CP4,16,4,53
Thursday,School,CP4,17,4,51
Thursday,School,CP4,18,4,51
Thursday,School,CP4,19,5,53
Thursday,School,CP4,20,4,56
Thursday,School,CP4,21,5,45
Thursday,School,CP4,22,6,33
Thursday,School,CP4,23,6,16
Friday,School,CP4,0,5,13
Friday,School,CP4,1,5,14
Friday,School,CP4,2,5,12
Friday,School,CP4,3,5,9
Friday,School,CP4,4,5,9
Friday,School,CP4,5,5,9
Friday,School,CP4,6,4,9
Friday,School,CP4,7,2,11
Friday,School,CP4,8,2,17
Friday,School,CP4,9,2,26
Friday,School,CP4,10,2,35
Friday,School,CP4,11,3,36
Friday,School,CP4,12,3,35
Friday,School,CP4,13,4,41
Friday,School,CP4,14,6,38
Friday,School,CP4,15,2,39
Friday,School,CP4,16,3,34
Friday,School,CP4,17,3,33
Friday,School,CP4,18,2,32
Friday,School,CP4,19,3,31
Friday,School,CP4,20,3,27
Friday,School,CP4,21,3,22
Friday,School,CP4,22,3,23
Friday,School,CP4,23,2,10
Saturday,School,CP4,0,2,6
Saturday,School,CP4,1,3,4
Saturday,School,CP4,2,3,5
Saturday,School,CP4,3,2,4
Saturday,School,CP4,4,2,4
Saturday,School,CP4,5,2,4
Saturday,School,CP4,6,2,4
Saturday,School,CP4,7,2,5
Saturday,School,CP4,8,1,6
Saturday,School,CP4,9,0,18
Saturday,School,CP4,10,1,19
Saturday,School,CP4,11,1,20
Saturday,School,CP4,12,1,25
Saturday,School,CP4,13,1,28
Saturday,School,CP4,14,1,27
Saturday,School,CP4,15,1,22
Saturday,School,CP4,16,1,25
Saturday,School,CP4,17,2,22
Saturday,School,CP4,18,2,18
Saturday,School,CP4,19,1,11
Saturday,School,CP4,20,2,8
Saturday,School,CP4,21,2,7
Saturday,School,CP4,22,2,7
Saturday,School,CP4,23,2,8
Sunday,School,CP4,0,2,7
Sunday,School,CP4,1,2,7
Sunday,School,CP4,2,2,7
Sunday,School,CP4,3,2,7
Sunday,School,CP4,4,2,7
Sunday,School,CP4,5,2,6
Sunday,School,CP4,6,2,6
Sunday,School,CP4,7,2,6
Sunday,School,CP4,8,3,15
Sunday,School,CP4,9,3,18
Sunday,School,CP4,10,2,18
Sunday,School,CP4,11,3,14
Sunday,School,CP4,12,2,11
Sunday,School,CP4,13,1,9
Sunday,School,CP4,14,2,12
Sunday,School,CP4,15,2,12
Sunday,School,CP4,16,3,16
Sunday,School,CP4,17,2,22
Sunday,School,CP4,18,4,21
Sunday,School,CP4,19,5,15
Sunday,School,CP4,20,5,8
Sunday,School,CP4,21,5,9
Sunday,School,CP4,22,5,11
Sunday,School,CP4,23,5,9
Monday,School,CP4,0,5,5
Monday,School,CP4,1,5,5
Monday,School,CP4,2,5,4
Monday,School,CP4,3,5,4
Monday,School,CP4,4,5,5
Monday,School,CP4,5,5,6
Monday,School,CP4,6,4,5
Monday,School,CP4,7,2,7
Monday,School,CP4,8,4,12
Monday,School,CP4,9,6,30
Monday,School,CP4,10,5,40
Monday,School,CP4,11,4,49
Monday,School,CP4,12,4,51
Monday,School,CP4,13,4,52
Monday,School,CP4,14,5,52
Monday,School,CP4,15,6,49
Monday,School,CP4,16,6,48
Monday,School,CP4,17,7,46
Monday,School,CP4,18,4,39
Monday,School,CP4,19,3,40
Monday,School,CP4,20,3,40
Monday,School,CP4,21,4,33
Monday,School,CP4,22,4,18
Monday,School,CP4,23,5,12
Tuesday,School,CP4,0,5,12
Tuesday,School,CP4,1,5,10
Tuesday,School,CP4,2,5,9
Tuesday,School,CP4,3,5,9
Tuesday,School,CP4,4,5,10
Tuesday,School,CP4,5,5,10
Tuesday,School,CP4,6,4,10
Tuesday,School,CP4,7,3,12
Tuesday,School,CP4,8,3,16
Tuesday,School,CP4,9,3,31
Tuesday,School,CP4,10,4,41
Tuesday,School,CP4,11,3,42
Tuesday,School,CP4,12,1,45
Tuesday,School,CP4,13,3,52
Tuesday,School,CP4,14,3,55
Tuesday,School,CP4,15,3,58
Tuesday,School,CP4,16,3,60
Tuesday,School,CP4,17,6,52
Tuesday,School,CP4,18,6,43
Tuesday,School,CP4,19,3,57
Tuesday,School,CP4,20,3,57
Tuesday,School,CP4,21,3,48
Tuesday,School,CP4,22,3,32
Tuesday,School,CP4,23,4,15
Wednesday,School,CP4,0,3,14
Wednesday,School,CP4,1,3,12
Wednesday,School,CP4,2,3,10
Wednesday,School,CP4,3,3,10
Wednesday,School,CP4,4,3,11
Wednesday,School,CP4,5,3,11
Wednesday,School,CP4,6,2,11
Wednesday,School,CP4,7,1,16
Wednesday,School,CP4,8,3,28
Wednesday,School,CP4,9,3,45
Wednesday,School,CP4,10,2,47
Wednesday,School,CP4,11,2,52
Wednesday,School,CP4,12,2,53
Wednesday,School,CP4,13,3,51
Wednesday,School,CP4,14,4,48
Wednesday,School,CP4,15,5,53
Wednesday,School,CP4,16,5,53
Wednesday,School,CP4,17,5,49
Wednesday,School,CP4,18,5,48
Wednesday,School,CP4,19,6,48
Wednesday,School,CP4,20,5,50
Wednesday,School,CP4,21,5,40
Wednesday,School,CP4,22,4,25
Wednesday,School,CP4,23,5,17
Thursday,School,CP4,0,5,13
Thursday,School,CP4,1,5,13
Thursday,School,CP4,2,5,13
Thursday,School,CP4,3,5,12
Thursday,School,CP4,4,5,13
Thursday,School,CP4,5,5,13
Thursday,School,CP4,6,4,12
Thursday,School,CP4,7,3,14
Thursday,School,CP4,8,3,20
Thursday,School,CP4,9,4,32
Thursday,School,CP4,10,3,38
Thursday,School,CP4,11,4,41
Thursday,School,CP4,12,4,42
Thursday,School,CP4,13,2,47
Thursday,School,CP4,14,2,45
Thursday,School,CP4,15,2,44
Thursday,School,CP4,16,2,42
Thursday,School,CP4,17,3,43
Thursday,School,CP4,18,4,43
Thursday,School,CP4,19,3,44
Thursday,School,CP4,20,3,43
Thursday,School,CP4,21,3,38
Thursday,School,CP4,22,5,23
Thursday,School,CP4,23,5,18
Friday,School,CP4,0,5,10
Friday,School,CP4,1,5,9
Friday,School,CP4,2,5,8
Friday,School,CP4,3,5,8
Friday,School,CP4,4,5,8
Friday,School,CP4,5,5,8
Friday,School,CP4,6,4,8
Friday,School,CP4,7,3,8
Friday,School,CP4,8,4,11
Friday,School,CP4,9,3,23
Friday,School,CP4,10,2,25
Friday,School,CP4,11,1,27
Friday,School,CP4,12,0,34
Friday,School,CP4,13,1,31
Friday,School,CP4,14,3,24
Friday,School,CP4,15,3,28
Friday,School,CP4,16,1,32
Friday,School,CP4,17,4,32
Friday,School,CP4,18,4,32
Friday,School,CP4,19,3,34
Friday,School,CP4,20,3,36
Friday,School,CP4,21,3,36
Friday,School,CP4,22,3,27
Friday,School,CP4,23,3,14
Saturday,School,CP4,0,3,8
Saturday,School,CP4,1,3,6
Saturday,School,CP4,2,3,5
Saturday,School,CP4,3,3,5
Saturday,School,CP4,4,3,6
Saturday,School,CP4,5,3,5
Saturday,School,CP4,6,2,5
Saturday,School,CP4,7,2,8
Saturday,School,CP4,8,3,11
Saturday,School,CP4,9,3,13
Saturday,School,CP4,10,2,18
Saturday,School,CP4,11,3,15
Saturday,School,CP4,12,2,22
Saturday,School,CP4,13,2,20
Saturday,School,CP4,14,2,20
Saturday,School,CP4,15,3,20
Saturday,School,CP4,16,3,13
Saturday,School,CP4,17,3,11
Saturday,School,CP4,18,3,2
Saturday,School,CP4,19,3,1
Saturday,School,CP4,20,3,1
Saturday,School,CP4,21,3,0
Saturday,School,CP4,22,2,1
Saturday,School,CP4,23,3,0
Sunday,School,CP4,0,3,0
Sunday,School,CP4,1,2,0
Sunday,School,CP4,2,2,0
Sunday,School,CP4,3,3,0
Sunday,School,CP4,4,3,1
Sunday,School,CP4,5,3,0
Sunday,School,CP4,6,3,0
Sunday,School,CP4,7,3,1
Sunday,School,CP4,8,3,1
Sunday,School,CP4,9,2,1
Sunday,School,CP4,10,2,0
Sunday,School,CP4,11,1,0
Sunday,School,CP4,13,1,1
Sunday,School,CP4,14,2,4
Sunday,School,CP4,15,2,5
Sunday,School,CP4,16,2,5
Sunday,School,CP4,17,2,5
Sunday,School,CP4,18,2,4
Sunday,School,CP4,19,2,5
Sunday,School,CP4,20,2,6
Sunday,School,CP4,21,3,6
Sunday,School,CP4,22,3,6
Sunday,School,CP4,23,2,2
Monday,School,CP4,0,2,3
Monday,School,CP4,1,3,3
Monday,School,CP4,2,3,3
Monday,School,CP4,3,3,3
Monday,School,CP4,4,3,2
Monday,School,CP4,5,3,2
Monday,School,CP4,6,3,2
Monday,School,CP4,7,3,2
Monday,School,CP4,8,3,2
Monday,School,CP4,9,2,4
Monday,School,CP4,10,2,4
Monday,School,CP4,11,3,3
Monday,School,CP4,12,3,1
Monday,School,CP4,13,2,1
Monday,School,CP4,14,2,2
Monday,School,CP4,15,2,3
Monday,School,CP4,16,3,4
Monday,School,CP4,17,3,5
Monday,School,CP4,18,3,2
Monday,School,CP4,19,2,2
Monday,School,CP4,20,2,2
Monday,School,CP4,21,2,1
Monday,School,CP4,22,2,3
Monday,School,CP4,23,1,3
Tuesday,School,CP4,0,2,2
Tuesday,School,CP4,1,2,2
Tuesday,School,CP4,2,2,2
Tuesday,School,CP4,3,2,2
Tuesday,School,CP4,4,2,4
Tuesday,School,CP4,5,2,4
Tuesday,School,CP4,6,2,4
Tuesday,School,CP4,7,2,4
Tuesday,School,CP4,8,2,4
Tuesday,School,CP4,9,2,4
Tuesday,School,CP4,10,2,5
Tuesday,School,CP4,11,4,4
Tuesday,School,CP4,12,3,3
Tuesday,School,CP4,13,1,4
Tuesday,School,CP4,14,1,4
Tuesday,School,CP4,15,3,6
Tuesday,School,CP4,16,3,8
Tuesday,School,CP4,17,2,6
Tuesday,School,CP4,18,3,3
Tuesday,School,CP4,19,3,6
Tuesday,School,CP4,20,4,4
Tuesday,School,CP4,21,4,3
Tuesday,School,CP4,22,4,5
Tuesday,School,CP4,23,4,5
Wednesday,School,CP4,0,4,4
Wednesday,School,CP4,1,4,7
Wednesday,School,CP4,2,4,7
Wednesday,School,CP4,3,4,6
Wednesday,School,CP4,4,4,7
Wednesday,School,CP4,5,4,6
Wednesday,School,CP4,6,3,6
Wednesday,School,CP4,7,1,10
Wednesday,School,CP4,8,1,21
Wednesday,School,CP4,9,2,36
Wednesday,School,CP4,10,3,46
Wednesday,School,CP4,11,2,50
Wednesday,School,CP4,12,2,49
Wednesday,School,CP4,13,1,52
Wednesday,School,CP4,14,2,55
Wednesday,School,CP4,15,2,51
Wednesday,School,CP4,16,2,49
Wednesday,School,CP4,17,3,39
Wednesday,School,CP4,18,5,41
Wednesday,School,CP4,19,5,44
Wednesday,School,CP4,20,5,43
Wednesday,School,CP4,21,6,31
Wednesday,School,CP4,22,6,15
Wednesday,School,CP4,23,6,14
Thursday,School,CP4,0,6,14
Thursday,School,CP4,1,6,14
Thursday,School,CP4,2,6,12
Thursday,School,CP4,3,6,10
Thursday,School,CP4,4,6,11
Thursday,School,CP4,5,6,12
Thursday,School,CP4,6,5,8
Thursday,School,CP4,7,3,12
Thursday,School,CP4,8,3,24
Thursday,School,CP4,9,3,43
Thursday,School,CP4,10,1,49
Thursday,School,CP4,11,0,54
Thursday,School,CP4,12,0,52
Thursday,School,CP4,13,0,58
Thursday,School,CP4,14,1,54
Thursday,School,CP4,15,1,61
Thursday,School,CP4,16,2,57
Thursday,School,CP4,17,3,52
Thursday,School,CP4,18,3,38
Thursday,School,CP4,19,2,39
Thursday,School,CP4,20,2,34
Thursday,School,CP4,21,5,29
Thursday,School,CP4,22,5,21
Thursday,School,CP4,23,5,12
Friday,School,CP4,0,5,9
Friday,School,CP4,1,5,12
Friday,School,CP4,2,5,12
Friday,School,CP4,3,5,12
Friday,School,CP4,4,5,11
Friday,School,CP4,5,5,10
Friday,School,CP4,6,4,10
Friday,School,CP4,7,4,9
Friday,School,CP4,8,4,15
Friday,School,CP4,9,3,22
Friday,School,CP4,10,0,31
Friday,School,CP4,11,0,35
Friday,School,CP4,12,0,35
Friday,School,CP4,13,0,35
Friday,School,CP4,14,0,35
Friday,School,CP4,15,2,40
Friday,School,CP4,16,2,39
Friday,School,CP4,17,3,31
Friday,School,CP4,18,3,36
Friday,School,CP4,19,3,37
Friday,School,CP4,20,2,28
Friday,School,CP4,21,2,23
Friday,School,CP4,22,5,9
Friday,School,CP4,23,5,5
Saturday,School,CP4,0,4,6
Saturday,School,CP4,1,3,7
Saturday,School,CP4,2,3,5
Saturday,School,CP4,3,3,5
Saturday,School,CP4,4,3,6
Saturday,School,CP4,5,3,6
Saturday,School,CP4,6,3,6
Saturday,School,CP4,7,2,10
Saturday,School,CP4,8,2,12
Saturday,School,CP4,9,2,12
Saturday,School,CP4,10,2,21
Saturday,School,CP4,11,2,24
Saturday,School,CP4,12,1,24
Saturday,School,CP4,13,1,21
Saturday,School,CP4,14,2,22
Saturday,School,CP4,15,3,17
Saturday,School,CP4,16,3,17
Saturday,School,CP4,17,5,13
Saturday,School,CP4,18,4,13
Saturday,School,CP4,19,1,5
Saturday,School,CP4,20,1,3
Saturday,School,CP4,21,3,3
Saturday,School,CP4,22,5,4
Saturday,School,CP4,23,3,3
Sunday,School,CP4,0,4,3
Sunday,School,CP4,1,4,5
Sunday,School,CP4,2,4,3
Sunday,School,CP4,3,4,3
Sunday,School,CP4,4,4,4
Sunday,School,CP4,5,4,4
Sunday,School,CP4,6,4,2
Sunday,School,CP4,7,4,4
Sunday,School,CP4,8,4,7
Sunday,School,CP4,9,4,11
Sunday,School,CP4,10,4,11
Sunday,School,CP4,11,4,9
Sunday,School,CP4,12,2,6
Sunday,School,CP4,13,1,8
Sunday,School,CP4,14,3,8
Sunday,School,CP4,15,3,8
Sunday,School,CP4,16,2,9
Sunday,School,CP4,17,2,9
Sunday,School,CP4,18,3,7
Sunday,School,CP4,19,4,4
Sunday,School,CP4,20,6,3
Sunday,School,CP4,21,7,4
Sunday,School,CP4,22,7,5
Sunday,School,CP4,23,6,5
Monday,School,CP4,0,6,6
Monday,School,CP4,1,6,6
Monday,School,CP4,2,6,8
Monday,School,CP4,3,6,7
Monday,School,CP4,4,6,7
Monday,School,CP4,5,6,7
Monday,School,CP4,6,5,7
Monday,School,CP4,7,4,9
Monday,School,CP4,8,3,13
Monday,School,CP4,9,2,29
Monday,School,CP4,10,4,34
Monday,School,CP4,11,4,39
Monday,School,CP4,12,3,44
Monday,School,CP4,13,3,45
Monday,School,CP4,14,2,47
Monday,School,CP4,15,1,46
Monday,School,CP4,16,4,40
Monday,School,CP4,17,6,37
Monday,School,CP4,18,5,38
Monday,School,CP4,19,5,47
Monday,School,CP4,20,5,46
Monday,School,CP4,21,6,38
Monday,School,CP4,22,6,25
Monday,School,CP4,23,6,20
Tuesday,School,CP4,0,6,15
Tuesday,School,CP4,1,6,11
Tuesday,School,CP4,2,6,11
Tuesday,School,CP4,3,6,10
Tuesday,School,CP4,4,6,11
Tuesday,School,CP4,5,6,11
Tuesday,School,CP4,6,6,11
Tuesday,School,CP4,7,3,13
Tuesday,School,CP4,8,4,19
Tuesday,School,CP4,9,5,28
Tuesday,School,CP4,10,4,33
Tuesday,School,CP4,11,2,44
Tuesday,School,CP4,12,1,49
Tuesday,School,CP4,13,1,59
Tuesday,School,CP4,14,2,60
Tuesday,School,CP4,15,2,61
Tuesday,School,CP4,16,2,64
Tuesday,School,CP4,17,6,54
Tuesday,School,CP4,18,6,58
Tuesday,School,CP4,19,5,61
Tuesday,School,CP4,20,4,59
Tuesday,School,CP4,21,3,45
Tuesday,School,CP4,22,3,24
Tuesday,School,CP4,23,4,13
Wednesday,School,CP4,0,4,14
Wednesday,School,CP4,1,4,16
Wednesday,School,CP4,2,4,16
Wednesday,School,CP4,3,4,13
Wednesday,School,CP4,4,4,13
Wednesday,School,CP4,5,4,13
Wednesday,School,CP4,6,4,13
Wednesday,School,CP4,7,2,20
Wednesday,School,CP4,8,2,24
Wednesday,School,CP4,9,4,40
Wednesday,School,CP4,10,2,48
Wednesday,School,CP4,11,1,52
Wednesday,School,CP4,12,3,47
Wednesday,School,CP4,13,4,53
Wednesday,School,CP4,14,3,54
Wednesday,School,CP4,15,3,60
Wednesday,School,CP4,16,3,61
Wednesday,School,CP4,17,4,48
Wednesday,School,CP4,18,3,39
Wednesday,School,CP4,19,3,41
Wednesday,School,CP4,20,4,40
Wednesday,School,CP4,21,4,33
Wednesday,School,CP4,22,4,21
Wednesday,School,CP4,23,5,14
Thursday,School,CP4,0,5,12
Thursday,School,CP4,1,5,12
Thursday,School,CP4,2,5,11
Thursday,School,CP4,3,5,12
Thursday,School,CP4,4,5,12
Thursday,School,CP4,5,5,12
Thursday,School,CP4,6,5,12
Thursday,School,CP4,7,2,15
Thursday,School,CP4,8,3,25
Thursday,School,CP4,9,4,39
Thursday,School,CP4,10,3,51
Thursday,School,CP4,11,3,57
Thursday,School,CP4,12,3,59
Thursday,School,CP4,13,2,66
Thursday,School,CP4,14,2,61
Thursday,School,CP4,15,3,60
Thursday,School,CP4,16,4,51
Thursday,School,CP4,17,3,47
Thursday,School,CP4,18,3,37
Thursday,School,CP4,19,2,41
Thursday,School,CP4,20,3,39
Thursday,School,CP4,21,3,32
Thursday,School,CP4,22,4,27
Thursday,School,CP4,23,4,17
Friday,School,CP4,0,4,7
Friday,School,CP4,1,4,7
Friday,School,CP4,2,4,7
Friday,School,CP4,3,4,7
Friday,School,CP4,4,4,8
Friday,School,CP4,5,4,8
Friday,School,CP4,6,4,8
Friday,School,CP4,7,2,10
Friday,School,CP4,8,2,19
Friday,School,CP4,9,3,36
Friday,School,CP4,10,3,36
Friday,School,CP4,11,2,38
Friday,School,CP4,12,1,38
Friday,School,CP4,13,2,45
Friday,School,CP4,14,3,44
Friday,School,CP4,15,2,40
Friday,School,CP4,16,2,41
Friday,School,CP4,17,2,37
Friday,School,CP4,18,3,33
Friday,School,CP4,19,2,37
Friday,School,CP4,20,3,36
Friday,School,CP4,21,2,32
Friday,School,CP4,22,2,31
Friday,School,CP4,23,2,16
Saturday,School,CP4,0,2,10
Saturday,School,CP4,1,2,7
Saturday,School,CP4,2,2,8
Saturday,School,CP4,3,2,8
Saturday,School,CP4,4,2,9
Saturday,School,CP4,5,2,9
Saturday,School,CP4,6,2,6
Saturday,School,CP4,7,1,11
Saturday,School,CP4,8,0,13
Saturday,School,CP4,9,0,14
Saturday,School,CP4,10,0,19
Saturday,School,CP4,11,0,24
Saturday,School,CP4,12,1,27
Saturday,School,CP4,13,2,26
Saturday,School,CP4,14,2,30
Saturday,School,CP4,15,1,29
Saturday,School,CP4,16,1,37
Saturday,School,CP4,17,1,43
Saturday,School,CP4,18,1,44
Saturday,School,CP4,19,1,40
Saturday,School,CP4,20,2,35
Saturday,School,CP4,21,2,34
Saturday,School,CP4,22,1,7
Saturday,School,CP4,23,2,5
Sunday,School,CP4,0,2,5
Sunday,School,CP4,1,2,3
Sunday,School,CP4,2,2,3
Sunday,School,CP4,3,2,3
Sunday,School,CP4,4,2,3
Sunday,School,CP4,5,2,3
Sunday,School,CP4,6,2,3
Sunday,School,CP4,7,2,3
Sunday,School,CP4,8,2,9
Sunday,School,CP4,9,1,14
Sunday,School,CP4,10,2,13
Sunday,School,CP4,11,3,13
Sunday,School,CP4,12,3,10
Sunday,School,CP4,13,2,11
Sunday,School,CP4,14,2,14
Sunday,School,CP4,15,3,9
Sunday,School,CP4,16,2,8
Sunday,School,CP4,17,4,2
Sunday,School,CP4,18,4,6
Sunday,School,CP4,19,3,11
Sunday,School,CP4,20,4,8
Sunday,School,CP4,21,4,11
Sunday,School,CP4,22,5,11
Sunday,School,CP4,23,5,7
Monday,School,CP4,0,5,8
Monday,School,CP4,1,5,8
Monday,School,CP4,2,5,7
Monday,School,CP4,3,5,7
Monday,School,CP4,4,5,9
Monday,School,CP4,5,5,9
Monday,School,CP4,6,5,7
Monday,School,CP4,7,2,10
Monday,School,CP4,8,2,17
Monday,School,CP4,9,1,33
Monday,School,CP4,10,2,33
Monday,School,CP4,11,2,40
Monday,School,CP4,12,2,40
Monday,School,CP4,13,1,53
Monday,School,CP4,14,2,52
Monday,School,CP4,15,3,51
Monday,School,CP4,16,4,41
Monday,School,CP4,17,4,39
Monday,School,CP4,18,4,35
Monday,School,CP4,19,4,38
Monday,School,CP4,20,4,37
Monday,School,CP4,21,4,28
Monday,School,CP4,22,6,20
Monday,School,CP4,23,6,11
Tuesday,School,CP4,0,5,11
Tuesday,School,CP4,1,5,13
Tuesday,School,CP4,2,5,13
Tuesday,School,CP4,3,5,12
Tuesday,School,CP4,4,5,13
Tuesday,School,CP4,5,5,13
Tuesday,School,CP4,6,5,12
Tuesday,School,CP4,7,2,15
Tuesday,School,CP4,8,3,17
Tuesday,School,CP4,9,1,36
Tuesday,School,CP4,10,2,38
Tuesday,School,CP4,11,1,43
Tuesday,School,CP4,12,1,52
Tuesday,School,CP4,13,1,60
Tuesday,School,CP4,14,1,59
Tuesday,School,CP4,15,3,55
Tuesday,School,CP4,16,3,53
Tuesday,School,CP4,17,4,45
Tuesday,School,CP4,18,4,36
Tuesday,School,CP4,19,3,41
Tuesday,School,CP4,20,4,35
Tuesday,School,CP4,21,4,29
Tuesday,School,CP4,22,5,24
Tuesday,School,CP4,23,5,17
Wednesday,School,CP4,0,4,17
Wednesday,School,CP4,1,4,14
Wednesday,School,CP4,2,4,14
Wednesday,School,CP4,3,4,12
Wednesday,School,CP4,4,4,13
Wednesday,School,CP4,5,4,13
Wednesday,School,CP4,6,4,13
Wednesday,School,CP4,7,2,17
Wednesday,School,CP4,8,3,26
Wednesday,School,CP4,9,5,41
Wednesday,School,CP4,10,3,47
Wednesday,School,CP4,11,3,55
Wednesday,School,CP4,12,2,58
Wednesday,School,CP4,13,2,53
Wednesday,School,CP4,14,3,57
Wednesday,School,CP4,15,4,54
Wednesday,School,CP4,16,6,52
Wednesday,School,CP4,17,5,50
Wednesday,School,CP4,18,4,42
Wednesday,School,CP4,19,5,50
Wednesday,School,CP4,20,5,52
Wednesday,School,CP4,21,5,44
Wednesday,School,CP4,22,5,21
Wednesday,School,CP4,23,6,15
Thursday,School,CP4,0,6,11
Thursday,School,CP4,1,6,10
Thursday,School,CP4,2,6,8
Thursday,School,CP4,3,6,7
Thursday,School,CP4,4,6,8
Thursday,School,CP4,5,6,8
Thursday,School,CP4,6,6,9
Thursday,School,CP4,7,4,11
Thursday,School,CP4,8,4,25
Thursday,School,CP4,9,2,50
Thursday,School,CP4,10,2,50
Thursday,School,CP4,11,2,57
Thursday,School,CP4,12,3,57
Thursday,School,CP4,13,3,63
Thursday,School,CP4,14,3,67
Thursday,School,CP4,15,2,70
Thursday,School,CP4,16,2,65
Thursday,School,CP4,17,2,54
Thursday,School,CP4,18,2,34
Thursday,School,CP4,19,2,39
Thursday,School,CP4,20,4,37
Thursday,School,CP4,21,5,32
Thursday,School,CP4,22,5,22
Thursday,School,CP4,23,4,14
Friday,School,CP4,0,4,12
Friday,School,CP4,1,4,9
Friday,School,CP4,2,4,8
Friday,School,CP4,3,4,7
Friday,School,CP4,4,4,8
Friday,School,CP4,5,4,8
Friday,School,CP4,6,4,8
Friday,School,CP4,7,2,8
Friday,School,CP4,8,3,27
Friday,School,CP4,9,3,63
Friday,School,CP4,10,5,66
Friday,School,CP4,11,4,67
Friday,School,CP4,12,3,67
Friday,School,CP4,13,1,67
Friday,School,CP4,14,0,62
Friday,School,CP4,15,0,58
Friday,School,CP4,16,0,52
Friday,School,CP4,17,2,37
Friday,School,CP4,18,2,17
Friday,School,CP4,19,2,21
Friday,School,CP4,20,3,17
Friday,School,CP4,21,2,13
Friday,School,CP4,22,3,10
Friday,School,CP4,23,4,10
Saturday,Holiday,CP4,0,3,11
Saturday,Holiday,CP4,1,3,13
Saturday,Holiday,CP4,2,3,10
Saturday,Holiday,CP4,3,3,9
Saturday,Holiday,CP4,4,3,9
Saturday,Holiday,CP4,5,3,9
Saturday,Holiday,CP4,6,1,9
Saturday,Holiday,CP4,7,1,10
Saturday,Holiday,CP4,8,1,13
Saturday,Holiday,CP4,9,1,16
Saturday,Holiday,CP4,10,1,16
Saturday,Holiday,CP4,11,1,18
Saturday,Holiday,CP4,12,0,19
Saturday,Holiday,CP4,13,1,21
Saturday,Holiday,CP4,14,1,25
Saturday,Holiday,CP4,15,1,21
